index;x;y;z
555;-0.971268;0.020075;-0.059431
556;-1.013164;0.027459;-0.131788
557;-0.968469;0.035031;-0.119972
558;-0.915370;0.013284;-0.150451
559;-1.027963;0.023311;-0.172505
560;-0.877236;0.034665;-0.181732
561;-0.965112;0.073486;-0.084501
562;-0.868650;0.072998;-0.092559
563;-0.882100;0.067696;-0.036084
564;-0.832119;0.079677;-0.045878
565;-0.838866;0.102189;-0.005129
566;-0.836972;0.098603;-0.049966
567;-0.767853;0.102335;-0.006377
568;-0.761176;0.149354;0.014652
569;-0.791528;0.121807;0.018370
570;-0.702209;0.118379;0.032786
571;-0.761897;0.110044;-0.023631
572;-0.794458;0.114964;-0.025319
573;-0.714979;0.085110;-0.023258
574;-0.716293;0.107208;-0.040634
575;-0.591618;0.132222;0.049731
576;-0.601144;0.073217;-0.015186
577;-0.603324;0.136757;0.022206
578;-0.517478;0.112459;0.013083
579;-0.537977;0.110946;-0.060340
580;-0.433641;0.104730;0.001665
581;-0.363354;0.138595;0.021362
582;-0.334408;0.133609;0.048486
583;-0.304669;0.093029;-0.047937
584;-0.296535;0.110061;-0.024877
585;-0.275421;0.135475;-0.035099
586;-0.237891;0.110219;-0.040147
587;-0.143944;0.110435;-0.075318
588;-0.152433;0.157641;-0.001681
589;-0.073281;0.073690;-0.224532
590;-0.047970;0.174228;-0.138006
591;-0.069627;0.140247;-0.085473
592;-0.121518;0.017400;-0.233331
593;-0.195721;0.099017;-0.183038
594;-0.074382;0.185446;-0.174048
595;-0.121809;0.102391;-0.181130
596;-0.108686;0.100062;-0.157886
597;-0.098092;0.120380;-0.105531
598;-0.191273;0.144126;-0.103255
599;-0.158648;0.083658;-0.158007
600;-0.129228;0.150381;0.054907
601;-0.122242;0.253009;0.044030
602;-0.137053;0.227451;0.042658
603;-0.160505;0.166243;-0.023119
604;-0.088991;0.292687;-0.062234
605;-0.151018;0.210993;0.057510
606;-0.160206;0.243208;0.122891
607;-0.092530;0.256682;0.150885
608;-0.085360;0.115208;-0.087076
609;-0.047407;0.218672;0.040131
610;-0.102573;0.126322;-0.135705
611;-0.085815;0.186291;-0.127508
612;-0.053020;0.124808;-0.139948
613;-0.137224;0.192305;-0.070818
614;-0.071360;0.091993;-0.314491
615;0.098179;0.019819;-0.374909
616;-0.098294;0.170799;-0.038360
617;-0.050265;0.024242;-0.219723
618;0.082188;0.222354;-0.228239
619;-0.091673;0.195002;-0.018399
620;-0.005705;0.092640;-0.130047
621;-0.027416;0.119404;-0.062060
622;-0.143719;0.211714;-0.095472
623;-0.115275;0.131316;-0.101464
624;-0.037781;0.096362;-0.069040
625;-0.068490;0.220309;0.066590
626;-0.060252;0.211022;0.018394
627;-0.045275;0.149236;0.025792
628;-0.073874;0.192534;0.017059
629;-0.067308;0.156054;0.060253
630;-0.044996;0.059671;-0.075786
631;-0.070533;0.087658;-0.029731
632;0.009735;0.026591;-0.054672
633;-0.000220;0.067778;-0.042757
634;-0.024707;0.015787;-0.055026
635;0.007937;0.005557;-0.093954
636;-0.053812;-0.014414;-0.046200
637;-0.031826;-0.025117;-0.066493
638;-0.024268;-0.028572;-0.006044
639;-0.017848;0.019265;-0.023230
640;0.017341;0.018748;-0.001626
641;0.001559;0.042893;0.014114
642;0.044188;0.027538;0.018006
643;0.065111;0.060201;0.044597
644;0.075858;0.044873;-0.029324
645;0.068338;0.074624;0.038262
646;0.025425;0.076487;0.032929
647;0.082137;0.076994;0.015312
648;0.049876;0.080743;-0.024658
649;0.035534;0.043627;0.020805
650;0.042056;0.071380;0.019248
651;0.031769;0.035777;-0.081461
652;0.081665;0.055530;-0.096122
653;0.013619;0.060974;-0.059264
654;0.084036;-0.004632;-0.067886
655;0.059866;0.009031;-0.048443
656;0.017894;0.041502;-0.085045
657;0.098324;0.065116;-0.025802
658;0.018288;0.061583;-0.004702
659;0.073141;0.016944;-0.035564
660;-0.045598;0.058510;0.017552
661;0.155412;0.004320;-0.033855
662;0.048177;0.000559;-0.060673
663;-0.003478;0.061360;0.024250
664;0.044088;-0.008409;-0.019216
665;-0.047576;-0.018093;-0.030145
666;-0.010667;0.007738;-0.003690
667;-0.022529;0.049378;-0.003851
668;0.035289;-0.022671;-0.046760
669;-0.027267;0.024632;0.053940
670;0.033321;0.029432;0.080064
671;-0.027435;0.000996;0.118266
672;0.032115;0.007539;0.024847
673;-0.119674;-0.029441;-0.003655
674;0.012161;-0.015271;-0.054039
675;-0.032709;-0.027579;0.017304
676;-0.140566;-0.078799;-0.073940
677;-0.063466;0.023597;0.025079
678;-0.007546;0.019676;0.023040
679;-0.073342;-0.035219;0.018082
680;-0.093629;-0.056093;-0.005660
681;-0.069670;-0.063738;-0.010089
682;-0.044957;-0.080818;-0.057194
683;-0.077799;-0.043952;0.055758
684;-0.109784;-0.090467;0.023149
685;-0.136285;-0.007961;0.071616
686;-0.147993;-0.040370;0.163714
687;-0.049224;-0.068147;0.010885
688;-0.165476;-0.022844;0.138984
689;-0.050556;-0.042718;0.036518
690;-0.155478;-0.081531;0.114639
691;-0.121560;-0.026021;0.088182
692;-0.075412;-0.112846;0.077925
693;-0.155433;-0.048636;-0.012263
694;-0.042218;-0.021183;0.097036
695;-0.126773;-0.141863;0.031693
696;-0.084433;-0.068741;0.068539
697;-0.094691;-0.086168;-0.030697
698;-0.033672;-0.041734;0.078850
699;-0.034406;-0.108928;0.092839
700;0.003020;-0.069763;0.053075
701;-0.039719;-0.101523;0.113174
702;-0.100199;-0.125034;0.021031
703;-0.115830;-0.099033;0.059231
704;-0.062118;-0.148234;-0.000971
705;-0.005860;-0.118045;0.044483
706;-0.099747;-0.150904;0.142320
707;0.007098;-0.157383;-0.006512
708;-0.048780;-0.069318;0.162105
709;-0.068273;-0.162615;0.058466
710;-0.059594;-0.126382;0.213238
711;-0.160667;-0.054795;0.074533
712;-0.151908;-0.005249;0.103267
713;-0.195370;-0.084536;0.119664
714;-0.143151;-0.075890;0.097112
715;-0.138114;-0.042045;0.174551
716;-0.014293;-0.108028;0.012408
717;-0.070424;-0.029111;0.090662
718;-0.051084;-0.098991;0.110473
719;0.049993;-0.138090;0.080963
720;-0.135357;-0.136352;0.027159
721;-0.075737;-0.163595;0.000837
722;-0.117450;-0.132021;0.123168
723;-0.056204;-0.238548;0.055479
724;0.011737;-0.195985;0.059057
725;-0.085577;-0.183840;0.109337
726;-0.041744;-0.137773;0.126593
727;-0.000327;-0.153584;0.147983
728;-0.097102;-0.120223;0.134351
729;-0.063013;-0.133941;0.118458
730;-0.028046;-0.138093;0.084660
731;-0.073438;-0.113456;0.086893
732;-0.025757;-0.088021;0.088630
